iter	RMSE
294	29.27302221
295	29.2586216
296	29.21079665
297	29.1765476
298	29.0736394
299	29.00100118
300	28.917113
301	28.86947949
302	28.84320043
303	28.81352365
304	28.7091645
305	28.64165471
306	28.61353311
307	28.57711072
308	28.54720258
309	28.50413459
310	28.45508098
311	28.3681929
312	28.32598342
313	28.25712208
314	28.24308126
315	28.22324291
316	28.1683022
317	28.14000595
318	28.1352073
319	28.04605009
320	28.04012472
321	28.03385578
322	27.98560769
323	27.94858526
324	27.91690783
325	27.83777579
326	27.81648126
327	27.79771113
328	27.70543488
329	27.7011055
330	27.69629535
331	27.63035576
332	27.6222034
333	27.55834135
334	27.55087555
335	27.50869443
336	27.42335311
337	27.3840685
338	27.33896587
339	27.25063512
340	27.15603421
341	27.15051457
342	27.08077505
343	27.03523317
344	26.95790944
345	26.85448241
346	26.80770549
347	26.74061149
348	26.72958199
349	26.71486787
350	26.68651499
351	26.64794251
352	26.64174949
353	26.57880166
354	26.57368735
355	26.56615458
356	26.4543491
357	26.38611673
358	26.30982217
359	26.2295664
360	26.226323
361	26.17626094
362	26.16957998
363	26.09623104
364	26.0489954
365	26.04041887
366	25.97897189
367	25.93888962
368	25.89414747
369	25.88055528
370	25.85706869
371	25.84886644
372	25.76046094
373	25.69660498
374	25.65180019
375	25.6013263
376	25.50587294
377	25.4553096
378	25.44481313
379	25.36200195
380	25.28972326
381	25.22272344
382	25.12641473
383	25.07132865
384	25.0160668
385	24.93679597
386	24.88008812
387	24.78622991
388	24.76931645
389	24.76365206
390	24.69300352
391	24.68622855
392	24.68290316
393	24.67607755
394	24.64210017
395	24.57733103
396	24.57363506
397	24.56796068
398	24.52100566
399	24.44810057
400	24.36956578
401	24.3662324
402	24.36221682
403	24.28456532
404	24.28129792
405	24.22354651
406	24.17100155
407	24.12282219
408	24.12014456
409	24.11778893
410	24.06022412
411	23.99032178
412	23.9111846
413	23.83921538
414	23.77504112
415	23.73146838
416	23.72693743
417	23.66164839
418	23.64460051
419	23.59716
420	23.56176915
421	23.5593467
422	23.52753735
423	23.50504298
424	23.50011339
425	23.46886153
426	23.46572066
427	23.44598996
428	23.44274604
429	23.41660341
430	23.40481192
431	23.3699178
432	23.29152966
433	23.2472964
434	23.18683994
435	23.18426388
436	23.11644864
437	23.04856711
438	23.0052225
439	22.98234853
440	22.92652741
441	22.8678675
442	22.80163999
443	22.79782321
444	22.7423866
445	22.69990631
446	22.66741896
447	22.62641591
448	22.58177393
449	22.54460624
450	22.48681202
451	22.45842388
452	22.38012018
453	22.35444696
454	22.35158152
455	22.29751988
456	22.21645508
457	22.19758718
458	22.16812562
459	22.12244825
460	22.08301501
461	22.05411052
462	22.03049525
463	21.97314058
464	21.89346075
465	21.89033655
466	21.84871966
467	21.84642783
468	21.79373945
469	21.74919002
470	21.74040543
471	21.70108701
472	21.66836383
473	21.65157784
474	21.6228315
475	21.58000293
476	21.57696339
477	21.47522971
478	21.45172669
479	21.44130938
480	21.40672396
481	21.38742102
482	21.33682335
483	21.32306598
484	21.30327657
485	21.27616176
486	21.2194607
487	21.2035526
488	21.16739436
489	21.1270316
490	21.091055
491	21.06393641
492	21.04871297
493	20.99389834
494	20.98473111
495	20.95273343
496	20.93375621
497	20.9116028
498	20.86442333
499	20.81918518
500	20.77181166
501	20.76857091
502	20.75892529
503	20.71765973
504	20.67082176
505	20.65984942
506	20.62000432
507	20.6141968
508	20.61167924
509	20.56607316
510	20.51568525
511	20.51399402
512	20.4468418
513	20.40921272
514	20.37096784
515	20.31999892
516	20.31120934
517	20.23593207
518	20.23323863
519	20.18163827
520	20.13855811
521	20.12559435
522	20.12082559
523	20.10687181
524	20.08004102
525	20.07608615
526	20.0172629
527	20.00312433
528	19.98027491
529	19.97845257
530	19.93821118
531	19.93509327
532	19.91160176
533	19.88501728
534	19.84826209
535	19.79079315
536	19.75384053
537	19.69475344
538	19.64167526
539	19.63957713
540	19.6373573
541	19.62264299
542	19.55079045
543	19.54874503
544	19.52902758
545	19.48676123
546	19.4347753
547	19.4271643
548	19.38144714
549	19.37863663
550	19.34445209
551	19.2891391
552	19.28732088
553	19.27800251
554	19.25244503
555	19.24144057
556	19.19061566
557	19.15946574
558	19.11656153
559	19.06080342
560	18.99409805
561	18.9393805
562	18.91127672
563	18.87473028
564	18.8318692
565	18.81663941
566	18.77488411
567	18.76124257
568	18.75896424
569	18.75007221
570	18.73149759
571	18.73027408
572	18.71945884
573	18.67737012
574	18.62748018
575	18.60652802
576	18.57858577
577	18.56282153
578	18.55040516
579	18.54642506
580	18.4911622
581	18.46964617
582	18.41776299
583	18.4146081
584	18.36298971
585	18.28117703
586	18.27930494
587	18.23363791
588	18.21638106
589	18.21488926
590	18.16867598
591	18.13048702
592	18.11188038
593	18.06850544
594	18.0487262
595	18.0273578
596	18.02627291
597	17.97811924
598	17.93561311
599	17.88474404
600	17.86422502
601	17.83152807
602	17.80076564
603	17.79407991
604	17.75012093
605	17.72051798
606	17.65323362
607	17.61342463
608	17.60289515
609	17.55829202
610	17.54782552
611	17.51164998
612	17.50666361
613	17.46444592
614	17.43595463
615	17.41090739
616	17.35741414
617	17.32305032
618	17.29665247
619	17.28246454
620	17.2488448
621	17.24029117
622	17.22807929
623	17.22047406
624	17.2130103
625	17.18137041
626	17.16700165
627	17.12320632
628	17.12119933
629	17.08825031
630	17.0814178
631	17.07536474
632	17.07400615
633	17.07060433
634	17.05947314
635	17.0355669
636	16.9867919
637	16.9641726
638	16.95023526
639	16.94474197
640	16.90396195
641	16.89701065
642	16.88959313
643	16.85740486
644	16.84190837
645	16.82646066
646	16.82032644
647	16.81450614
648	16.7987183
649	16.73999815
650	16.71035321
651	16.6533662
652	16.65189039
653	16.62359914
654	16.60186478
655	16.59505693
656	16.58782866
657	16.55402497
658	16.55024787
659	16.47729768
660	16.46126674
661	16.42911498
662	16.42384231
663	16.42238179
664	16.4079484
665	16.380644
666	16.35501153
667	16.30441743
668	16.29877651
669	16.27546934
670	16.24187655
671	16.22240448
672	16.18339652
673	16.16085395
674	16.14314744
675	16.14110046
676	16.09973281
677	16.09679089
678	16.07296997
679	16.03776642
680	16.03051376
681	15.98782438
682	15.96320802
683	15.9024725
684	15.85840614
685	15.80634003
686	15.76018661
687	15.74555873
688	15.73821144
689	15.71968928
690	15.70268067
691	15.69396434
692	15.69254038
693	15.64229251
694	15.58957785
695	15.55789933
696	15.52794457
697	15.49299597
698	15.46748155
699	15.4364965
700	15.42720253
701	15.38848664
702	15.34144929
703	15.32922155
704	15.30155038
705	15.29399462
706	15.28675326
707	15.241631
708	15.21407964
709	15.17521772
710	15.16237635
711	15.15502806
712	15.1230076
713	15.09658691
714	15.07545081
715	15.04535921
716	15.01425318
717	14.98684454
718	14.98581121
719	14.98414128
720	14.94249081
721	14.93680404
722	14.93437629
723	14.92463284
724	14.90732394
725	14.88073982
726	14.84948015
727	14.82880731
728	14.82363556
729	14.80695897
730	14.80560214
731	14.78562306
732	14.72202986
733	14.69158241
734	14.65338859
735	14.61925172
736	14.59549427
737	14.58022936
738	14.55363602
739	14.55253803
740	14.52734965
741	14.5068938
742	14.4792434
743	14.45679742
744	14.44174096
745	14.43171459
746	14.3991793
747	14.37016865
748	14.36390758
749	14.31579277
750	14.29833492
751	14.26406621
752	14.22905338
753	14.2275959
754	14.19374896
755	14.15591296
756	14.11638239
757	14.0922239
758	14.08701876
759	14.06060261
760	14.05122069
761	14.0440358
762	14.01852413
763	13.99043829
764	13.95585762
765	13.95477252
766	13.93630952
767	13.89988419
768	13.88245041
769	13.86270185
770	13.85600347
771	13.81696432
772	13.81569693
773	13.76782799
774	13.76674888
775	13.7355488
776	13.73030984
777	13.70164335
778	13.67773429
779	13.6531671
780	13.63314674
781	13.61853392
782	13.60957514
783	13.59140112
784	13.55648495
785	13.54798849
786	13.5108546
787	13.47398913
788	13.45658138
789	13.4512292
790	13.39603104
791	13.36398252
792	13.32988797
793	13.31141619
794	13.30530215
795	13.29331009
796	13.28988183
797	13.28156176
798	13.27552557
799	13.26239653
800	13.25801262
801	13.25624981
802	13.25175169
803	13.23116179
804	13.23022422
805	13.2214338
806	13.19225571
807	13.17020641
808	13.14228159
809	13.11907902
810	13.10288085
811	13.09011621
812	13.06075073
813	13.04824293
814	12.99951233
815	12.96028233
816	12.9543532
817	12.9471571
818	12.92602139
819	12.91223134
820	12.86928427
821	12.82272806
822	12.78986613
823	12.76415542
824	12.74034649
825	12.69385272
826	12.68256826
827	12.6568612
828	12.64602635
829	12.62883322
830	12.59870164
831	12.57825555
832	12.55872744
833	12.5325771
834	12.50417884
835	12.47842169
836	12.46070753
837	12.45970634
838	12.44989066
839	12.44377369
840	12.43909831
841	12.43830456
842	12.4034249
843	12.37788787
844	12.36727465
845	12.35041003
846	12.33697521
847	12.3131462
848	12.31051101
849	12.28710806
850	12.26249877
851	12.2386076
852	12.23389567
853	12.21254372
854	12.20961661
855	12.18093926
856	12.15185428
857	12.11904207
858	12.11092984
859	12.09706005
860	12.0960764
861	12.0626194
862	12.03744086
863	12.01363546
864	12.00705918
865	11.99087413
866	11.97712231
867	11.95512317
868	11.92172234
869	11.90284521
870	11.87742558
871	11.87273438
872	11.87139107
873	11.87018226
874	11.84369921
875	11.81628249
876	11.80016063
877	11.78243027
878	11.77151111
879	11.75511356
880	11.73248675
881	11.71377983
882	11.7070729
883	11.66740427
884	11.6463527
885	11.61444796
886	11.58635045
887	11.56278249
888	11.53653778
889	11.51648565
890	11.50016262
891	11.47563146
892	11.45956873
893	11.43244659
894	11.4144922
895	11.41114146
896	11.39393175
897	11.38838932
898	11.35994726
899	11.32395664
900	11.28967141
901	11.27235314
902	11.26084219
903	11.23253502
904	11.21585131
905	11.19241733
906	11.16452172
907	11.14824207
908	11.14348658
909	11.11931652
910	11.10709829
911	11.08257664
912	11.06358912
913	11.06242832
914	11.03717172
915	11.02199748
916	11.01434267
917	10.98647853
918	10.9725468
919	10.95583629
920	10.93192971
921	10.92826102
922	10.91964257
923	10.88893969
924	10.86636002
925	10.86582112
926	10.83757336
927	10.83630207
928	10.82767381
929	10.80537449
930	10.78760239
931	10.78440537
932	10.76783704
933	10.75649574
934	10.74286943
935	10.71947008
936	10.70648906
937	10.69011558
938	10.66945152
939	10.66427153
940	10.6314623
941	10.61714806
942	10.61580698
943	10.5818484
944	10.58100433
945	10.57354344
946	10.55390874
947	10.52355275
948	10.52073442
949	10.51394177
950	10.49760172
951	10.47738749
952	10.45892527
953	10.44743786
954	10.43644049
955	10.42532167
956	10.40423782
957	10.39388777
958	10.36253098
959	10.33832783
960	10.32181811
961	10.30224645
962	10.2942043
963	10.27132043
964	10.26542062
965	10.24467713
966	10.22292007
967	10.19987141
968	10.18809353
969	10.1791804
970	10.15364481
971	10.12084928
972	10.08843669
973	10.07038051
974	10.04417106
975	10.02760232
976	10.00397698
977	9.988538557
978	9.968328889
979	9.944592387
980	9.929575395
981	9.917258754
982	9.908554358
983	9.887345343
984	9.884831327
985	9.865164934
986	9.851923137
987	9.829508513
988	9.810732385
989	9.785843898
990	9.783300338
991	9.761237412
992	9.742818364
993	9.725269029
994	9.714973509
995	9.695972508
996	9.677258675
997	9.668295721
998	9.655812346
999	9.65414113
